,probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,gene,gene_HGNC,CTCF,distance,717HFZ,718AGZ,371WNR,318XQO,340OUL,893CAJ,151PZS,098CED,273PJW,377YFI,773VYR,928QES,786HDE,827FZN,364PIY,802QCI,021NNN,510ZEI,175NGE,670DBL,825ZCZ,912ILE,725WBV,829SZB,483NRC,717RYX,249ZBG,205OTD,765OKG,820YPQ,685BMF,545ZMG,294UQS,104ZSA,370EGY,860FWW,177TTP,151ZGD,743GHZ,990YHL,036WIO,state_modes
344297,cg23575320,chr14,76044227,76044229,+,AC007182.6;FLVCR2,AC007182.6;FLVCR2,chr14:76044128-76044262,0.0,1,4,2,3,1,1,9,1,17,1,3,2,1,1,3,1,1,1,2,2,2,1,1,1,4,3,1,3,1,1,1,1,1,4,3,10,1,3,1,1,11,1
344304,cg04001333,chr14,76045347,76045349,-,AC007182.6;FLVCR2,AC007182.6;FLVCR2,chr14:76045180-76045314,34.0,1,3,1,3,1,3,1,3,4,1,1,4,1,3,3,4,3,1,2,4,4,3,3,1,4,1,3,3,1,1,3,1,3,14,3,3,3,3,3,3,1,3
344317,cg09430689,chr14,76127295,76127297,+,C14orf1;FLVCR2;TTLL5,ERG28;FLVCR2;TTLL5,chr14:76120598-76120732,6564.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
344354,cg08615333,chr14,76447412,76447414,+,IFT43;TGFB3,IFT43;TGFB3,chr14:76448885-76449019,1472.0,3,3,3,11,4,1,10,3,1,10,3,3,1,3,4,3,3,10,2,3,4,3,3,9,11,3,3,9,10,9,4,1,3,9,3,9,3,3,4,3,11,3
344357,cg03395898,chr14,76448010,76448012,-,IFT43;TGFB3,IFT43;TGFB3,chr14:76448885-76449019,874.0,1,3,1,3,3,1,1,1,10,1,1,1,1,3,3,1,1,10,1,1,1,1,1,1,1,3,1,3,10,1,1,1,1,3,3,10,1,1,1,1,2,1
344367,cg14008119,chr14,76451929,76451931,-,IFT43,IFT43,chr14:76448885-76449019,2911.0,1,1,1,2,3,2,10,1,2,1,3,3,10,4,3,3,3,10,1,11,3,4,4,2,4,3,3,3,6,6,6,1,4,4,3,10,2,3,3,3,6,3
344404,cg04371779,chr14,76618200,76618202,+,GPATCH2L,GPATCH2L,chr14:76594692-76594826,23375.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
344407,cg14171478,chr14,76618641,76618643,-,GPATCH2L,GPATCH2L,chr14:76594692-76594826,23816.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
344437,cg07864297,chr14,76837568,76837570,-,ESRRB,ESRRB,chr14:76853626-76853760,16057.0,18,17,18,17,17,17,13,17,18,18,16,18,17,16,17,17,18,17,18,18,17,17,16,17,17,17,18,16,17,17,17,17,18,17,16,17,17,16,17,18,17,17
344438,cg26298099,chr14,76837757,76837759,-,ESRRB,ESRRB,chr14:76853626-76853760,15868.0,18,17,17,17,16,17,13,17,18,18,16,18,17,16,16,17,18,17,18,18,17,17,16,17,17,17,18,16,17,17,17,17,18,17,16,17,17,16,17,18,17,17
344520,cg01457080,chr14,77278577,77278579,+,ANGEL1,ANGEL1,chr14:77277416-77277550,1028.0,2,3,2,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,3,1,1,4,3,10,1,3,3,1,2,1
344534,cg24887211,chr14,77292624,77292626,-,ANGEL1;LRRC74A,ANGEL1;LRRC74A,chr14:77277416-77277550,15075.0,18,6,18,17,17,18,18,18,18,18,17,18,18,17,18,18,18,18,18,11,18,18,17,6,18,18,6,18,18,18,18,18,6,18,18,11,18,6,18,18,18,18
344535,cg08675585,chr14,77292732,77292734,-,ANGEL1;LRRC74A,ANGEL1;LRRC74A,chr14:77277416-77277550,15183.0,18,6,18,17,17,18,18,18,18,18,17,18,18,17,18,18,18,18,18,11,18,18,17,6,18,18,6,18,18,18,18,18,6,18,18,11,18,6,18,18,18,18
344590,cg07989514,chr14,77495177,77495179,+,IRF2BPL;RP11-7F17.8,IRF2BPL;RP11-7F17.8,chr14:77494276-77494410,768.0,1,2,2,1,1,1,1,1,10,1,1,2,10,1,2,1,1,10,1,1,2,10,1,10,1,2,1,1,10,1,1,1,1,1,1,10,1,1,1,1,2,1
344626,cg23749163,chr14,77563967,77563969,+,CIPC;RP11-463C8.4,CIPC;RP11-463C8.4,chr14:77561142-77561276,2692.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,1,1,1,3,1,4,1
344634,cg16961092,chr14,77564634,77564636,+,CIPC;RP11-463C8.4,CIPC;RP11-463C8.4,chr14:77561142-77561276,3359.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344706,cg15501381,chr14,77737799,77737801,-,NGB,NGB,chr14:77742015-77742149,4215.0,17,15,16,16,16,16,16,15,11,15,16,16,13,15,16,16,15,16,17,11,16,16,16,16,16,17,15,17,16,15,16,17,15,16,16,17,16,15,17,17,16,16
344726,cg14685339,chr14,77787350,77787352,-,GSTZ1;POMT2,GSTZ1;POMT2,chr14:77787142-77787276,75.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
344733,cg11193041,chr14,77787951,77787953,+,GSTZ1;POMT2,GSTZ1;POMT2,chr14:77787142-77787276,676.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
344734,cg15561986,chr14,77788380,77788382,-,GSTZ1;POMT2,GSTZ1;POMT2,chr14:77787142-77787276,1105.0,1,1,1,3,1,1,1,1,6,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,10,1,3,1,1,2,1
344735,cg17080180,chr14,77788399,77788401,-,GSTZ1;POMT2,GSTZ1;POMT2,chr14:77787142-77787276,1124.0,1,1,1,3,1,1,1,1,6,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,10,1,3,1,1,2,1
344758,cg13550877,chr14,77889981,77889983,+,NOXRED1,NOXRED1,chr14:77875694-77875828,14154.0,6,5,6,5,5,5,5,5,6,6,5,5,6,5,5,5,5,5,6,5,5,5,6,5,6,5,6,5,5,6,6,18,6,5,5,5,5,5,5,5,5,5
344764,cg17598875,chr14,77923689,77923691,-,AF111168.2;AHSA1;VIPAS39,AF111168.2;AHSA1;VIPAS39,chr14:77925596-77925730,1906.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1
344769,cg19815139,chr14,77924142,77924144,-,AF111168.2;AHSA1;VIPAS39,AF111168.2;AHSA1;VIPAS39,chr14:77925596-77925730,1453.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
344791,cg07965823,chr14,77964711,77964713,-,ISM2,ISM2,chr14:77925596-77925730,38982.0,14,15,14,14,14,14,4,14,4,14,14,14,2,14,14,14,14,16,2,4,2,14,14,4,14,14,2,4,15,14,14,4,4,14,14,4,14,14,14,4,4,14
344813,cg06175025,chr14,78082991,78082993,+,SPTLC2,SPTLC2,chr14:78083396-78083530,404.0,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
344815,cg27553433,chr14,78083304,78083306,+,SPTLC2,SPTLC2,chr14:78083396-78083530,91.0,1,2,2,1,10,10,10,1,18,2,2,2,10,2,2,1,2,10,2,2,2,2,1,2,2,1,2,1,10,1,2,1,1,2,2,1,2,2,2,2,2,2
344837,cg15046735,chr14,78174351,78174353,-,ALKBH1;SLIRP,ALKBH1;SLIRP,chr14:78173790-78173924,428.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
344843,cg20385229,chr14,78175469,78175471,-,ALKBH1;SLIRP,ALKBH1;SLIRP,chr14:78173790-78173924,1546.0,4,6,4,4,2,6,6,4,6,2,2,4,2,4,4,4,4,11,4,11,4,4,2,2,11,6,4,4,11,6,2,2,2,6,4,11,4,11,4,4,11,4
344849,cg21787280,chr14,78225550,78225552,-,SLIRP;SNW1,SLIRP;SNW1,chr14:78226998-78227132,1447.0,6,6,11,11,6,11,11,11,11,11,4,11,6,7,11,7,4,11,11,11,7,11,6,11,7,7,11,11,7,11,6,11,11,7,11,11,11,7,7,11,6,11
344850,cg13507326,chr14,78225588,78225590,+,SLIRP;SNW1,SLIRP;SNW1,chr14:78226998-78227132,1409.0,6,6,11,11,6,11,11,11,11,11,4,11,6,7,11,7,4,11,11,11,7,11,6,11,7,7,11,11,7,11,6,11,11,7,11,11,11,7,7,11,6,11
344854,cg17809798,chr14,78226922,78226924,-,C14orf178;SLIRP;SNW1,C14orf178;SLIRP;SNW1,chr14:78226998-78227132,75.0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1
344864,cg12781395,chr14,78227700,78227702,-,C14orf178;SNW1,C14orf178;SNW1,chr14:78228129-78228263,428.0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
344870,cg24987170,chr14,78266228,78266230,+,ADCK1,ADCK1,chr14:78266810-78266944,581.0,1,4,1,2,1,1,1,1,2,1,2,1,1,1,3,1,1,10,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,10,1,1,2,1,1,1
344875,cg08426384,chr14,78266733,78266735,-,ADCK1,ADCK1,chr14:78266810-78266944,76.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
344921,cg16372520,chr14,78869750,78869752,-,NRXN3,NRXN3,chr14:78914934-78915068,45183.0,18,18,18,18,17,16,18,18,18,17,17,1,13,17,17,18,2,17,17,18,2,18,17,18,18,18,18,17,17,18,18,17,18,18,17,18,17,18,18,6,18,18
344924,cg15572745,chr14,78870231,78870233,+,NRXN3,NRXN3,chr14:78914934-78915068,44702.0,18,18,18,18,17,16,18,18,18,17,17,1,13,17,17,18,2,17,17,18,2,2,17,18,18,18,18,17,17,18,18,17,18,18,17,18,17,18,18,10,18,18
345000,cg00217795,chr14,80677687,80677689,-,DIO2;DIO2-AS1,DIO2;DIO2-AS1,chr14:80677617-80677751,0.0,2,11,17,2,17,2,12,1,11,2,2,2,2,17,2,17,2,18,17,11,14,2,17,18,18,11,2,17,17,7,18,2,18,18,14,2,2,11,18,2,11,2
345003,cg07294774,chr14,80678612,80678614,-,DIO2;DIO2-AS1,DIO2;DIO2-AS1,chr14:80677617-80677751,862.0,18,6,2,2,18,18,18,2,18,6,18,18,18,11,6,18,18,18,17,6,2,17,17,18,18,11,18,17,17,6,18,2,18,18,6,18,2,6,18,18,11,18
345036,cg07674153,chr14,81421599,81421601,+,CEP128;TSHR,CEP128;TSHR,chr14:81421196-81421330,270.0,2,14,2,2,14,14,2,3,4,2,2,2,2,14,4,14,2,2,2,4,2,2,14,2,1,4,2,4,14,4,2,2,4,3,4,4,2,14,14,1,2,2
345042,cg09721659,chr14,81422110,81422112,-,CEP128;TSHR,CEP128;TSHR,chr14:81421196-81421330,781.0,2,14,18,14,16,16,11,2,11,14,14,17,17,15,4,15,11,15,2,11,18,2,15,18,1,14,4,4,11,11,14,4,4,1,4,11,14,15,2,4,11,11
345075,cg17498523,chr14,81687765,81687767,-,CTD-2506P8.6;GTF2A1,CTD-2506P8.6;GTF2A1,chr14:81678298-81678432,9334.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345092,cg02657438,chr14,81864898,81864900,+,STON2,STON2,chr14:81919646-81919780,54747.0,18,5,18,18,18,17,6,6,6,6,18,18,13,6,6,18,6,6,6,18,6,6,6,11,18,10,6,3,18,9,18,18,18,18,6,11,6,5,18,6,18,18
345093,cg10334928,chr14,81865006,81865008,+,STON2,STON2,chr14:81919646-81919780,54639.0,18,6,18,18,18,17,6,6,6,6,18,18,13,6,6,18,6,6,6,18,6,6,6,6,18,10,6,1,18,10,18,18,18,18,6,6,6,6,18,6,18,6
345123,cg10686044,chr14,82000025,82000027,-,SEL1L,SEL1L,chr14:82032374-82032508,32348.0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345132,cg12269343,chr14,82000432,82000434,-,SEL1L,SEL1L,chr14:82032374-82032508,31941.0,2,2,6,2,2,6,10,2,10,2,2,2,6,6,4,2,18,10,2,6,2,2,2,10,2,18,2,2,10,18,6,10,18,2,10,18,2,2,2,2,18,2
345201,cg26651233,chr14,85996100,85996102,-,FLRT2;RP11-497E19.1,FLRT2;RP11-497E19.1,chr14:85995013-85995147,954.0,1,1,4,14,14,1,10,14,2,2,14,14,2,1,3,1,1,15,14,2,3,14,14,1,14,2,14,14,16,14,14,1,1,14,1,2,14,1,1,4,2,14
345209,cg17410236,chr14,85996494,85996496,-,FLRT2;RP11-497E19.1,FLRT2;RP11-497E19.1,chr14:85995013-85995147,1348.0,14,14,14,14,14,14,10,14,4,2,14,14,2,1,4,1,3,16,14,2,3,14,14,1,14,14,14,14,16,14,14,3,2,14,3,14,14,1,1,3,4,14
345288,cg24058132,chr14,88459865,88459867,-,GALC,GALC,chr14:88480210-88480344,20344.0,3,3,3,3,3,3,3,3,1,3,1,1,1,3,3,3,3,9,3,3,3,1,3,1,3,3,1,3,10,3,1,3,1,3,3,3,3,3,3,3,3,3
345359,cg17671157,chr14,88793035,88793037,-,KCNK10,KCNK10,chr14:88846887-88847021,53851.0,16,15,17,16,16,15,16,1,11,16,15,1,16,14,16,15,1,16,2,11,1,14,16,16,16,16,2,16,16,16,16,16,14,16,16,17,16,15,16,2,16,16
345364,cg10935723,chr14,88793633,88793635,+,KCNK10,KCNK10,chr14:88846887-88847021,53253.0,17,17,17,16,16,16,17,18,18,16,17,10,17,16,16,16,18,16,18,18,18,18,16,16,16,17,18,16,16,15,17,16,16,16,16,17,16,16,16,18,16,16
345406,cg02629761,chr14,89020744,89020746,+,PTPN21,PTPN21,chr14:89017891-89018025,2720.0,1,1,1,1,14,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,14,1,14,1,1,3,1,1,1,1,2,16,1,10,1,1,3,1,1,1
345429,cg14046757,chr14,89029604,89029606,+,ZC3H14,ZC3H14,chr14:89026391-89026525,3080.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345463,cg00009407,chr14,89290920,89290922,+,TTC8,TTC8,chr14:89303879-89304013,12958.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,10,1,1,1,1,1,1
345465,cg11821536,chr14,89291099,89291101,+,TTC8,TTC8,chr14:89303879-89304013,12779.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
345557,cg05923056,chr14,89883245,89883247,+,FOXN3;FOXN3-AS1;RP11-33N16.3,FOXN3;FOXN3-AS1;RP11-33N16.3,chr14:89884414-89884548,1168.0,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1
345560,cg23533073,chr14,89884061,89884063,-,FOXN3;FOXN3-AS1;RP11-33N16.3,FOXN3;FOXN3-AS1;RP11-33N16.3,chr14:89884414-89884548,352.0,1,3,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1
345644,cg12624641,chr14,90420568,90420570,+,EFCAB11;RP11-33N16.3;TDP1,EFCAB11;RP11-33N16.3;TDP1,chr14:90420516-90420650,0.0,4,1,4,2,2,6,6,4,18,2,2,2,6,3,4,1,2,11,2,6,4,4,2,6,2,4,11,4,6,6,6,2,6,6,4,10,4,1,2,4,11,2
345645,cg09730349,chr14,90420578,90420580,+,EFCAB11;RP11-33N16.3;TDP1,EFCAB11;RP11-33N16.3;TDP1,chr14:90420516-90420650,0.0,4,1,4,2,2,6,6,4,18,2,2,2,6,3,4,1,2,11,2,6,4,4,2,6,2,4,11,4,6,6,6,2,6,6,4,10,4,1,2,4,11,2
345652,cg24023606,chr14,90421207,90421209,+,EFCAB11;RP11-33N16.3;TDP1,EFCAB11;RP11-33N16.3;TDP1,chr14:90420516-90420650,558.0,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2
345660,cg14454278,chr14,90422625,90422627,+,TDP1,TDP1,chr14:90422513-90422647,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
345678,cg02136132,chr14,90527890,90527892,-,KCNK13,KCNK13,chr14:90526816-90526950,941.0,14,14,16,14,16,14,15,14,11,14,14,14,16,14,14,14,14,15,16,4,2,14,14,14,14,15,2,15,15,15,14,2,14,15,14,15,15,14,14,2,2,14
345688,cg25225073,chr14,90528982,90528984,-,KCNK13,KCNK13,chr14:90526816-90526950,2033.0,2,14,14,14,14,15,15,3,2,14,14,14,17,14,14,15,2,15,17,4,2,14,14,14,14,15,2,4,15,15,14,4,14,15,14,4,14,15,14,1,15,14
345703,cg02276686,chr14,90722855,90722857,+,PSMC1,PSMC1,chr14:90724919-90725053,2063.0,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
345708,cg11665562,chr14,90723461,90723463,-,PSMC1,PSMC1,chr14:90724919-90725053,1457.0,2,2,1,4,2,1,1,1,2,1,2,2,2,2,3,2,2,1,2,2,1,1,2,2,3,2,1,2,2,2,2,2,1,2,3,2,1,2,2,1,1,2
345725,cg00128654,chr14,90798062,90798064,-,NRDE2,NRDE2,chr14:90768032-90768166,29897.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
345735,cg13682722,chr14,90798567,90798569,-,NRDE2,NRDE2,chr14:90768032-90768166,30402.0,1,2,1,1,1,2,10,1,10,1,1,1,2,2,1,1,1,10,1,2,1,1,1,2,2,2,1,1,10,1,1,2,2,2,1,10,1,1,1,1,2,1
345755,cg03062665,chr14,90863126,90863128,-,CALM1,CALM1,chr14:90865969-90866103,2842.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,1,1,1,1,1,2,1
345759,cg20328328,chr14,90863800,90863802,+,CALM1,CALM1,chr14:90865969-90866103,2168.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
345874,cg02904235,chr14,91527368,91527370,+,C14orf159;RPS6KA5,DGLUCY;RPS6KA5,chr14:91526591-91526725,644.0,2,2,2,2,2,2,10,1,10,2,2,2,2,2,2,1,1,10,2,2,2,2,2,2,1,2,2,2,2,10,2,2,2,1,2,1,2,2,2,1,2,2
345919,cg03588357,chr14,91720172,91720174,+,GPR68,GPR68,chr14:91719480-91719614,559.0,2,14,1,2,2,2,1,3,4,2,3,2,2,14,4,14,1,1,2,4,1,3,14,2,3,3,1,2,1,1,14,2,2,4,2,9,2,14,1,3,2,2
346038,cg26910205,chr14,91977305,91977307,-,SMEK1,PPP4R3A,chr14:91950656-91950790,26516.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
346071,cg24633648,chr14,92302447,92302449,-,TC2N,TC2N,chr14:92325076-92325210,22628.0,1,14,2,1,1,14,1,14,1,1,4,2,1,14,1,14,14,1,1,1,2,2,1,1,14,1,18,3,1,1,1,1,14,14,2,10,14,14,3,2,2,1
346073,cg25729068,chr14,92303234,92303236,-,TC2N,TC2N,chr14:92325076-92325210,21841.0,2,14,2,3,14,15,9,14,10,2,14,2,1,14,4,14,2,1,1,1,14,14,1,2,3,3,2,4,3,1,1,2,14,14,4,10,14,14,3,2,2,14
346093,cg24777065,chr14,92413916,92413918,+,FBLN5,FBLN5,chr14:92411642-92411776,2141.0,1,14,2,1,2,2,1,1,2,2,4,2,1,1,4,1,2,1,2,2,2,2,1,1,14,4,2,2,2,1,1,1,2,16,2,10,2,1,2,2,1,2
346098,cg14974772,chr14,92414424,92414426,+,FBLN5,FBLN5,chr14:92411642-92411776,2649.0,14,1,4,17,1,2,10,2,18,2,2,2,1,2,4,1,2,10,2,2,2,2,4,4,16,4,11,18,10,2,2,2,18,16,14,10,2,3,14,2,18,2
346107,cg06279414,chr14,92506139,92506141,-,ATXN3;TRIP11,ATXN3;TRIP11,chr14:92463332-92463466,42674.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346110,cg06665984,chr14,92506783,92506785,+,ATXN3;TRIP11,ATXN3;TRIP11,chr14:92463332-92463466,43318.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346120,cg09458170,chr14,92572574,92572576,-,ATXN3,ATXN3,chr14:92573085-92573219,510.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
346133,cg02028524,chr14,92573409,92573411,+,ATXN3,ATXN3,chr14:92573085-92573219,191.0,6,11,11,18,18,10,11,6,10,4,1,6,18,6,6,17,10,18,18,11,6,11,6,18,1,11,10,6,18,11,6,18,6,10,2,6,6,17,6,9,17,6
346144,cg24527001,chr14,92588233,92588235,+,CPSF2;NDUFB1,CPSF2;NDUFB1,chr14:92601767-92601901,13533.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346259,cg12685200,chr14,93214922,93214924,-,LGMN,LGMN,chr14:93206170-93206304,8619.0,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1
346264,cg02628202,chr14,93215206,93215208,-,LGMN,LGMN,chr14:93206170-93206304,8903.0,1,4,2,2,2,1,1,1,18,1,1,1,1,2,1,2,1,6,2,2,1,1,2,1,2,2,1,3,6,1,2,1,1,4,1,6,1,1,2,1,2,1
346271,cg25293251,chr14,93260170,93260172,+,GOLGA5,GOLGA5,chr14:93252023-93252157,8014.0,3,1,3,3,3,1,1,3,1,1,1,3,1,1,3,3,1,10,2,3,3,1,3,1,3,3,3,3,10,1,1,1,3,3,3,3,1,3,3,3,10,3
346279,cg18477315,chr14,93261177,93261179,-,GOLGA5,GOLGA5,chr14:93252023-93252157,9021.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
346289,cg16290737,chr14,93389245,93389247,+,CHGA,CHGA,chr14:93404635-93404769,15389.0,17,15,17,17,14,17,12,16,11,17,16,1,13,15,16,16,1,16,1,17,1,2,14,11,15,15,17,17,17,17,17,18,16,16,17,12,16,15,17,2,17,17
346294,cg12422450,chr14,93389890,93389892,-,CHGA,CHGA,chr14:93404635-93404769,14744.0,17,15,17,17,16,6,16,2,11,17,16,1,17,14,16,14,1,17,1,4,1,1,14,6,16,17,17,18,15,17,17,7,17,16,17,12,16,15,17,2,17,17
346357,cg01419788,chr14,93581877,93581879,+,ITPK1,ITPK1,chr14:93582220-93582354,342.0,1,2,10,1,10,1,1,2,1,1,2,2,1,1,2,1,10,1,1,1,10,2,1,1,1,10,10,10,1,1,1,1,1,2,1,10,2,1,1,2,2,1
346358,cg16628119,chr14,93582397,93582399,+,ITPK1,ITPK1,chr14:93582220-93582354,44.0,1,2,10,1,1,1,1,1,1,1,1,2,1,2,2,1,10,1,1,1,10,2,1,1,1,10,10,10,1,1,1,1,1,2,2,10,2,1,1,2,2,1
346376,cg11498740,chr14,93650663,93650665,-,MOAP1;RP11-371E8.4;TMEM251,MOAP1;RP11-371E8.4;TMEM251,chr14:93650752-93650886,88.0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,3,1,2,1,2,1,3,1,1,3,1,1,1,1,1,1,1,3,1,2,1
346388,cg12873941,chr14,93651793,93651795,+,MOAP1;RP11-371E8.4;TMEM251,MOAP1;RP11-371E8.4;TMEM251,chr14:93650752-93650886,908.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346395,cg15186869,chr14,93673273,93673275,+,C14orf142;RP11-371E8.4;UBR7,GON7;RP11-371E8.4;UBR7,chr14:93673358-93673492,84.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
346401,cg11172299,chr14,93673791,93673793,+,C14orf142;RP11-371E8.4;UBR7,GON7;RP11-371E8.4;UBR7,chr14:93673925-93674059,133.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
346431,cg16034652,chr14,93798308,93798310,-,BTBD7;UNC79,BTBD7;UNC79,chr14:93799559-93799693,1250.0,3,3,4,3,1,1,1,3,2,2,4,2,18,3,3,1,4,10,2,2,4,4,1,2,4,1,3,3,10,1,1,1,2,4,1,10,1,3,1,3,2,1
346434,cg12730424,chr14,93799108,93799110,-,BTBD7;UNC79,BTBD7;UNC79,chr14:93799559-93799693,450.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
