File accession	File format	Output type	Assay term name	Dataset accession	Annotation type	Software used	Encyclopedia Version	Biosample term id	Biosample term name	Biosample type	Life stage	Age	Age units	Organism	Targets	Dataset date released	Project	Lab	md5sum	dbxrefs	File download URL	Assembly	Controlled by	File Status	Derived from	S3 URL	Azure URL	Size	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF728SNM	bigWig	signal p-value	ChIP-seq	ENCSR910HPW	imputation	Avocado	current, ENCODE v5	UBERON:0007106	chorionic villus	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	fe8d482448a1496155e85fdb1089ac04		https://www.encodeproject.org/files/ENCFF728SNM/@@download/ENCFF728SNM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/e2d750eb-c614-4cb4-8f44-807ee47b4c99/ENCFF728SNM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/e2d750eb-c614-4cb4-8f44-807ee47b4c99/ENCFF728SNM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	630990809			
ENCFF760CIM	bigWig	signal p-value	ChIP-seq	ENCSR349TQJ	imputation	Avocado	current, ENCODE v5	UBERON:0002108	small intestine	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	3aab8222900b514d9ee26ae661603af5		https://www.encodeproject.org/files/ENCFF760CIM/@@download/ENCFF760CIM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/4cdb057e-427e-4ceb-8494-062a13137b5e/ENCFF760CIM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/4cdb057e-427e-4ceb-8494-062a13137b5e/ENCFF760CIM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	600855450			
ENCFF540AXI	bigWig	signal p-value	ChIP-seq	ENCSR918GUU	imputation	Avocado	current, ENCODE v5	CL:0002551	fibroblast of dermis	primary cell				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	10970d22538f3abc7eafb55f6ac324d2		https://www.encodeproject.org/files/ENCFF540AXI/@@download/ENCFF540AXI.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/5e86ea75-c130-43ff-b4b5-7b478971288b/ENCFF540AXI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/5e86ea75-c130-43ff-b4b5-7b478971288b/ENCFF540AXI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	614770598			
ENCFF235REK	bigWig	signal p-value	ChIP-seq	ENCSR314ODE	imputation	Avocado	current, ENCODE v5	CL:0000625	CD8-positive, alpha-beta T cell	primary cell				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	60cf8c3217dd58479978cb79ec3ee1b0		https://www.encodeproject.org/files/ENCFF235REK/@@download/ENCFF235REK.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/a52b6ea5-1328-455a-8eb7-b93208076789/ENCFF235REK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/a52b6ea5-1328-455a-8eb7-b93208076789/ENCFF235REK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	637360465			
ENCFF834HDP	bigWig	signal p-value	ChIP-seq	ENCSR250DEL	imputation	Avocado	current, ENCODE v5	NTR:0003013	placental basal plate	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	a073384cc69afb8f265043a6fd4c11a4		https://www.encodeproject.org/files/ENCFF834HDP/@@download/ENCFF834HDP.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/573dbbe7-acb2-4c09-9fcc-77002c78a620/ENCFF834HDP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/573dbbe7-acb2-4c09-9fcc-77002c78a620/ENCFF834HDP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	616031120			
ENCFF616VPN	bigWig	signal p-value	ChIP-seq	ENCSR573DDE	imputation	Avocado	current, ENCODE v5	EFO:0002791	HeLa-S3	cell line				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	db24e02918b40b2b97bf0c622d11bc1b		https://www.encodeproject.org/files/ENCFF616VPN/@@download/ENCFF616VPN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/3b9a43a8-a17d-415d-925d-db5157f56dfb/ENCFF616VPN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/3b9a43a8-a17d-415d-925d-db5157f56dfb/ENCFF616VPN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	611915192			
ENCFF132RLC	bigWig	signal p-value	ChIP-seq	ENCSR499ESG	imputation	Avocado	current, ENCODE v5	UBERON:0001150	body of pancreas	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	43b33e67523938a79287ddfa63f923f5		https://www.encodeproject.org/files/ENCFF132RLC/@@download/ENCFF132RLC.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/3cdeb516-cbb7-4e81-a69b-84b2016be409/ENCFF132RLC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/3cdeb516-cbb7-4e81-a69b-84b2016be409/ENCFF132RLC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634129572			
ENCFF938ZFI	bigWig	signal p-value	ChIP-seq	ENCSR739XQP	imputation	Avocado	current, ENCODE v5	EFO:0006270	AG04450	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	6a01f72c9c71ab58b630941367011ef7		https://www.encodeproject.org/files/ENCFF938ZFI/@@download/ENCFF938ZFI.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/10e9caea-e2dd-49da-9ed6-2f9c1a80cac4/ENCFF938ZFI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/10e9caea-e2dd-49da-9ed6-2f9c1a80cac4/ENCFF938ZFI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	612063833			
ENCFF958KKF	bigWig	signal p-value	ChIP-seq	ENCSR691AFR	imputation	Avocado	current, ENCODE v5	EFO:0006270	AG04450	cell line				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	61bd8b4cedc239d6a79d8962a810ee9a		https://www.encodeproject.org/files/ENCFF958KKF/@@download/ENCFF958KKF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/046e9177-a06c-46d1-9c9a-7f305a7192fc/ENCFF958KKF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/046e9177-a06c-46d1-9c9a-7f305a7192fc/ENCFF958KKF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615257975			
ENCFF374QBG	bigWig	signal p-value	ChIP-seq	ENCSR401CFC	imputation	Avocado	current, ENCODE v5	CL:0002540	mesenchymal stem cell of the bone marrow	primary cell				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	091aa657de5a9ee82e5f0ce3b98ba74d		https://www.encodeproject.org/files/ENCFF374QBG/@@download/ENCFF374QBG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/14/42e5f15f-74d9-4746-aea3-3894b3c17d9a/ENCFF374QBG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/14/42e5f15f-74d9-4746-aea3-3894b3c17d9a/ENCFF374QBG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632482645			
ENCFF767PUG	bigWig	signal p-value	ChIP-seq	ENCSR762NRP	imputation	Avocado	current, ENCODE v5	UBERON:0002108	small intestine	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	1a33c5c952088774421e312e54be458b		https://www.encodeproject.org/files/ENCFF767PUG/@@download/ENCFF767PUG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/1ea81c67-d48d-45a3-816a-96042bb8ceb0/ENCFF767PUG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/1ea81c67-d48d-45a3-816a-96042bb8ceb0/ENCFF767PUG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615741193			
ENCFF467KJI	bigWig	signal p-value	ChIP-seq	ENCSR024UUB	imputation	Avocado	current, ENCODE v5	CL:0002553	fibroblast of lung	primary cell				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	0cac5573c9aef5fc64cad4bb1ed7f32d		https://www.encodeproject.org/files/ENCFF467KJI/@@download/ENCFF467KJI.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/d569a7ec-880b-4f6a-8da8-54e567213a40/ENCFF467KJI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/d569a7ec-880b-4f6a-8da8-54e567213a40/ENCFF467KJI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	616232104			
ENCFF433TID	bigWig	signal p-value	ChIP-seq	ENCSR325XDY	imputation	Avocado	current, ENCODE v5	EFO:0002167	DOHH2	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	d3dddf62c77e2e942ca2557dfd307cf6		https://www.encodeproject.org/files/ENCFF433TID/@@download/ENCFF433TID.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/c0859349-4b75-47c4-be0c-24cae2089d81/ENCFF433TID.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/c0859349-4b75-47c4-be0c-24cae2089d81/ENCFF433TID.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	646592428			
ENCFF873MND	bigWig	signal p-value	ChIP-seq	ENCSR931VQT	imputation	Avocado	current, ENCODE v5	EFO:0002184	H4	cell line				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	02eb56dac3f91f4e18a1dd41816b2070		https://www.encodeproject.org/files/ENCFF873MND/@@download/ENCFF873MND.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/64995287-9f72-4927-aa00-2b179269c7a3/ENCFF873MND.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/64995287-9f72-4927-aa00-2b179269c7a3/ENCFF873MND.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628332874			
ENCFF042LUG	bigWig	signal p-value	ChIP-seq	ENCSR456YIX	imputation	Avocado	current, ENCODE v5	UBERON:0000016	endocrine pancreas	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	50cb93faef129cbb02ac55aa138116b2		https://www.encodeproject.org/files/ENCFF042LUG/@@download/ENCFF042LUG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/58bc0c81-88fe-4c56-8064-91de4932c086/ENCFF042LUG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/58bc0c81-88fe-4c56-8064-91de4932c086/ENCFF042LUG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	612840433			
ENCFF564PER	bigWig	signal p-value	ChIP-seq	ENCSR090OTX	imputation	Avocado	current, ENCODE v5	UBERON:0004550	gastroesophageal sphincter	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	f5b2592ca72e52d46a96a3acb172537b		https://www.encodeproject.org/files/ENCFF564PER/@@download/ENCFF564PER.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/0012ab22-b1ec-402d-b65f-670cb07d8aac/ENCFF564PER.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/0012ab22-b1ec-402d-b65f-670cb07d8aac/ENCFF564PER.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636096875			
ENCFF161TNX	bigWig	signal p-value	ChIP-seq	ENCSR125GBW	imputation	Avocado	current, ENCODE v5	UBERON:0000016	endocrine pancreas	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	206d5e3ff5d5da1aac8cdb3fce62a7ea		https://www.encodeproject.org/files/ENCFF161TNX/@@download/ENCFF161TNX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/1af5eb84-8b4c-4a6f-87d6-dc025831c17c/ENCFF161TNX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/1af5eb84-8b4c-4a6f-87d6-dc025831c17c/ENCFF161TNX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	612256107			
ENCFF245DZF	bigWig	signal p-value	ChIP-seq	ENCSR581LQN	imputation	Avocado	current, ENCODE v5	UBERON:0000995	uterus	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	e5711050a1ef355fb6995ce39a22c8a3		https://www.encodeproject.org/files/ENCFF245DZF/@@download/ENCFF245DZF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/bdb53d81-ef71-4a5b-8b9e-a746a53b0b12/ENCFF245DZF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/bdb53d81-ef71-4a5b-8b9e-a746a53b0b12/ENCFF245DZF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	629801989			
ENCFF436SZL	bigWig	signal p-value	ChIP-seq	ENCSR413PMI	imputation	Avocado	current, ENCODE v5	UBERON:0036149	suprapubic skin	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	4da2db5470e15877ad199525458569be		https://www.encodeproject.org/files/ENCFF436SZL/@@download/ENCFF436SZL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/9b894582-fbe5-4077-922e-997ff16341fc/ENCFF436SZL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/9b894582-fbe5-4077-922e-997ff16341fc/ENCFF436SZL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	617960679			
ENCFF183KVS	bigWig	signal p-value	ChIP-seq	ENCSR540MQG	imputation	Avocado	current, ENCODE v5	CL:0000221	ectodermal cell	in vitro differentiated cells				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	65b112750c460d7bbaf1c15a5b016701		https://www.encodeproject.org/files/ENCFF183KVS/@@download/ENCFF183KVS.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/f69f3192-ba82-4f5f-b749-9db6dbc337d6/ENCFF183KVS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/f69f3192-ba82-4f5f-b749-9db6dbc337d6/ENCFF183KVS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	626149394			
ENCFF109TQD	bigWig	signal p-value	ChIP-seq	ENCSR494COM	imputation	Avocado	current, ENCODE v5	CL:0000127	astrocyte	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	63e1812d377e173315e35d353cf01f4b		https://www.encodeproject.org/files/ENCFF109TQD/@@download/ENCFF109TQD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/8d081c8e-4477-4c22-ba02-c1c39745a2ee/ENCFF109TQD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/8d081c8e-4477-4c22-ba02-c1c39745a2ee/ENCFF109TQD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	623015462			
ENCFF968SUW	bigWig	signal p-value	ChIP-seq	ENCSR031OTN	imputation	Avocado	current, ENCODE v5	UBERON:0001150	body of pancreas	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	7f0fd7f9846d1f377276a77ecad64e62		https://www.encodeproject.org/files/ENCFF968SUW/@@download/ENCFF968SUW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/3d0919ea-b353-44a2-b694-bfdf6e641b1d/ENCFF968SUW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/3d0919ea-b353-44a2-b694-bfdf6e641b1d/ENCFF968SUW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	614774401			
ENCFF384DPJ	bigWig	signal p-value	ChIP-seq	ENCSR400MTB	imputation	Avocado	current, ENCODE v5	UBERON:0002046	thyroid gland	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	f57816de3276ea172fa9a8ea6a654fac		https://www.encodeproject.org/files/ENCFF384DPJ/@@download/ENCFF384DPJ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/05bcf6ff-6ea9-47b5-bbca-c3392f2af30f/ENCFF384DPJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/05bcf6ff-6ea9-47b5-bbca-c3392f2af30f/ENCFF384DPJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	625626261			
ENCFF695VOD	bigWig	signal p-value	ChIP-seq	ENCSR771RHM	imputation	Avocado	current, ENCODE v5	CL:0000084	T-cell	primary cell				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	673dfd573d4fc4a2cd9029e515ddf2f8		https://www.encodeproject.org/files/ENCFF695VOD/@@download/ENCFF695VOD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/434f8103-588f-4248-befb-e8cb18344224/ENCFF695VOD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/434f8103-588f-4248-befb-e8cb18344224/ENCFF695VOD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	608736527			
ENCFF581BKK	bigWig	signal p-value	ChIP-seq	ENCSR491XIK	imputation	Avocado	current, ENCODE v5	UBERON:0001150	body of pancreas	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	60129fa0451252d7abbf3ee6f43142db		https://www.encodeproject.org/files/ENCFF581BKK/@@download/ENCFF581BKK.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/b591f746-f897-41c7-8103-da621999c652/ENCFF581BKK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/b591f746-f897-41c7-8103-da621999c652/ENCFF581BKK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619810580			
ENCFF745QEB	bigWig	signal p-value	ChIP-seq	ENCSR423EAR	imputation	Avocado	current, ENCODE v5	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	56c0779fa469a1cc1bc88bc104af4366		https://www.encodeproject.org/files/ENCFF745QEB/@@download/ENCFF745QEB.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/14/d8ddf2a5-0d6c-42d5-9c68-85d2b0ed7ac9/ENCFF745QEB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/14/d8ddf2a5-0d6c-42d5-9c68-85d2b0ed7ac9/ENCFF745QEB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	616284168			
ENCFF196LZA	bigWig	signal p-value	ChIP-seq	ENCSR594TYS	imputation	Avocado	current, ENCODE v5	UBERON:0001987	placenta	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	393afbf7f74b54d3609e9e956b7f18d4		https://www.encodeproject.org/files/ENCFF196LZA/@@download/ENCFF196LZA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/8ae9d94f-61ab-4e24-ab48-943308f4ff70/ENCFF196LZA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/8ae9d94f-61ab-4e24-ab48-943308f4ff70/ENCFF196LZA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619776010			
ENCFF628VCT	bigWig	signal p-value	ChIP-seq	ENCSR312VAQ	imputation	Avocado	current, ENCODE v5	EFO:0001099	Caco-2	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	2061cde049530e6958b4849431d03d6b		https://www.encodeproject.org/files/ENCFF628VCT/@@download/ENCFF628VCT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/14/b3962c33-5fa4-4bab-8d32-2f749c71055d/ENCFF628VCT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/14/b3962c33-5fa4-4bab-8d32-2f749c71055d/ENCFF628VCT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	604643520			
ENCFF508JQN	bigWig	signal p-value	ChIP-seq	ENCSR825VWN	imputation	Avocado	current, ENCODE v5	UBERON:0011907	gastrocnemius medialis	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	5277bd65cb6e1d328c2162bf15f03656		https://www.encodeproject.org/files/ENCFF508JQN/@@download/ENCFF508JQN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/bcee2334-5952-4413-b5ec-a25b726bda1f/ENCFF508JQN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/bcee2334-5952-4413-b5ec-a25b726bda1f/ENCFF508JQN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	635753453			
ENCFF057XUV	bigWig	signal p-value	ChIP-seq	ENCSR547PZK	imputation	Avocado	current, ENCODE v5	UBERON:0001873	caudate nucleus	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	fb286657088e59a3410b41cd8feb7566		https://www.encodeproject.org/files/ENCFF057XUV/@@download/ENCFF057XUV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/e7e74333-fe15-46d1-9801-9c0a7ad05582/ENCFF057XUV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/e7e74333-fe15-46d1-9801-9c0a7ad05582/ENCFF057XUV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	638932522			
ENCFF775ERZ	bigWig	signal p-value	ChIP-seq	ENCSR164XTB	imputation	Avocado	current, ENCODE v5	UBERON:0036149	suprapubic skin	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	f1cd5b6f5d66f5581ac250bc40a826d4		https://www.encodeproject.org/files/ENCFF775ERZ/@@download/ENCFF775ERZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/86cb5ac7-8ad9-4f17-9ec8-cb073e5d20a0/ENCFF775ERZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/86cb5ac7-8ad9-4f17-9ec8-cb073e5d20a0/ENCFF775ERZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628038228			
ENCFF676ONT	bigWig	signal p-value	ChIP-seq	ENCSR813QSP	imputation	Avocado	current, ENCODE v5	UBERON:0001515	thoracic aorta	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	ab236596bcea405c26d6488d3760c442		https://www.encodeproject.org/files/ENCFF676ONT/@@download/ENCFF676ONT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/14f13938-e12a-4358-9a39-e09b843049b4/ENCFF676ONT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/14f13938-e12a-4358-9a39-e09b843049b4/ENCFF676ONT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	645003649			
ENCFF333AEA	bigWig	signal p-value	ChIP-seq	ENCSR698YHA	imputation	Avocado	current, ENCODE v5	UBERON:0002046	thyroid gland	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	13a518ca9f3f063c9869aa784bd76763		https://www.encodeproject.org/files/ENCFF333AEA/@@download/ENCFF333AEA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/6e0f9f4d-7b7d-4a71-9279-07566bea63fa/ENCFF333AEA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/6e0f9f4d-7b7d-4a71-9279-07566bea63fa/ENCFF333AEA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628888169			
ENCFF311BVV	bigWig	signal p-value	ChIP-seq	ENCSR293EDS	imputation	Avocado	current, ENCODE v5	UBERON:0002240	spinal cord	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	c3260b5108db098e7e9c00a878def561		https://www.encodeproject.org/files/ENCFF311BVV/@@download/ENCFF311BVV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/05/29a06605-8d49-4f0c-9eb8-1571caec4fac/ENCFF311BVV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/05/29a06605-8d49-4f0c-9eb8-1571caec4fac/ENCFF311BVV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	627502075			
